date,text,label
2020-01-14,아름다운가게 나눔보따리 통해 소외계층 지원  일 경기고등학교에서 진행된 서울 행사에는 아름다운가게 홍명희 이사장과 생활건강 박헌영 손범규 동국제강 김지훈 이사가 참석했다 사회는 아름다운가게 홍보대사인 전무 아나운서가 맡았다 모델 송해나는 ,4
2020-01-14,아름다운가게 나눔보따리 통해 소외계층 지원  일 경기고등학교에서 진행된 서울 행사에는 홍명희 이사장과 생활건강 박헌영 전무 동국제강 김지훈 이사가 참석했다 아름다운가게 홍보대사인 손범규 아나운서가 맡았다 모델 송해나는 ,4
2020-01-14,아름다운가게 나눔보따리 통해 소외계층 지원  일 경기고등학교에서 진행된 서울 행사에는 아름다운가게 홍명희 이사장과 생활건강 박헌영 전무 동국제강 아름다운가게 이사가 참석했다 사회는 김지훈 홍보대사인 손범규 아나운서가 맡았다 모델 송해나는 ,4
2020-01-14,아름다운가게 나눔보따리 통해 소외계층 지원  일 경기고등학교에서 진행된 서울 행사에는 홍명희 생활건강 박헌영 전무 동국제강 김지훈 이사가 참석했다 사회는 아름다운가게 홍보대사인 손범규 아나운서가 모델 송해나는 ,4
2020-01-14,아름다운가게 나눔보따리 통해 소외계층 지원  일 경기고등학교에서 진행된 서울 행사에는 아름다운가게 홍명희 이사장과 생활건강 박헌영 전무 동국제강 김지훈 이사가 참석했다 사회는 아름다운가게 홍보대사인 손범규 아나운서가 맡았다 모델 송해나는 ,4
2020-01-14,아름다운가게 나눔보따리 소외계층  일 경기고등학교에서 진행된 서울 행사에는 아름다운가게 홍명희 이사장과 생활건강 박헌영 전무 동국제강 김지훈 이사가 사회는 아름다운가게 홍보대사인 손범규 맡았다 모델 송해나는 ,4
2020-01-14,아름다운가게 나눔보따리 통해 소외계층 지원  일 경기고등학교에서 진행된 서울 행사에는 아름다운가게 홍명희 이사장과 생활건강 박헌영 전무 동국제강 김지훈 이사가 참석했다 사회는 아름다운가게 홍보대사인 손범규 아나운서가 맡았다 모델 송해나는 ,4
2020-01-14,아름다운가게 나눔보따리 통해 소외계층 지원  일 경기고등학교에서 진행된 서울 행사에는 아름다운가게 홍명희 이사장과 생활건강 박헌영 전무 동국제강 김지훈 이사가 참석했다 일 사회는 아름다운가게 홍보대사인 손범규 아나운서가 맡았다 모델 송해나는 ,4
2020-01-14,아름다운가게 나눔보따리 통해 소외계층 지원  일 경기고등학교에서 진행된 서울 행사에는 일 아름다운가게 홍명희 이사장과 생활건강 박헌영 전무 동국제강 김지훈 이사가 참석했다 사회는 아름다운가게 홍보대사인 손범규 아나운서가 맡았다 모델 송해나는 ,4
2020-01-14,아름다운가게 나눔보따리 통해 소외계층 지원  일 경기고등학교에서 진행된 서울 행사에는 아름다운가게 홍명희 이사장과 생활건강 박헌영 전무 동국제강 김지훈 이사가 참석했다 사회는 아름다운가게 홍보대사인 손범규 아나운서가 맡았다 모델 송해나는 ,4
2020-01-14,아름다운가게 나눔보따리 통해 소외계층 지원  일 경기고등학교에서 진행된 서울 행사에는 아름다운가게 홍명희 이사장과 생활건강 박헌영 전무 동국제강 일 김지훈 이사가 참석했다 사회는 아름다운가게 홍보대사인 손범규 아나운서가 맡았다 모델 송해나는 ,4
