word,label,tf-idf
현대홈쇼핑,e,42.31296343138756
폐기물,e,40.648654680720064
재활용,e,23.79160511968175
리스크,e,17.409523905608946
아이스팩,e,16.24830120661326
스튜디오,e,16.119224164338117
LED,e,16.094379124341003
포장재,e,14.281959752685427
환경경영,e,13.217558399823195
환경경영시스템,e,12.089418123253587
적극적,e,12.089418123253587
내부심사,e,10.83220080440884
부자재,e,10.83220080440884
방송폐기물,e,10.83220080440884
체계적,e,10.574046719858556
환경경영방침,e,8.12415060330663
완충재,e,8.12415060330663
환경보호,e,8.12415060330663
탄소중립,e,8.059612082169059
폴리백,e,8.059612082169059
요구사항,e,8.059612082169059
배출량,e,6.608779199911598
사용량,e,6.591673732008658
물류센터,e,6.097120416375174
경영위원회,e,6.0447090616267936
주기적,e,6.0447090616267936
환경경영체계,e,5.41610040220442
재생에너지,e,5.41610040220442
사무폐기물,e,5.41610040220442
접착제,e,5.41610040220442
로드맵,e,4.029806041084529
자원순환,e,4.029806041084529
전사적,e,3.9652675199469583
지속적,e,3.8107002602344835
임직원,e,3.6651629274966204
협의체,e,3.2188758248682006
관리지표,e,2.70805020110221
환경운영,e,2.70805020110221
목표수립,e,2.70805020110221
자원사용,e,2.70805020110221
자원관리,e,2.70805020110221
기업가치,e,2.70805020110221
포장박스,e,2.70805020110221
사내폐기물,e,2.70805020110221
효율화,e,2.643511679964639
구성원,e,2.643511679964639
이해관계자,e,2.643511679964639
자발적,e,2.1972245773362196
소비자,e,2.1972245773362196
발생량,e,1.6094379124341003
협력사,s,145.07301747904305
현대홈쇼핑,s,78.58121780114833
안전보건,s,57.93976484762761
임직원,s,22.90726829685388
정보보안,s,22.532130774077405
근로자,s,22.16393322596491
제조사,s,21.66440160881768
공정거래,s,19.775021196025975
침해사고,s,18.95635140771547
홈쇼핑,s,13.54025100551105
산업재해,s,13.54025100551105
개인정보,s,13.217558399823195
중소기업,s,12.084735175349207
위험평,s,10.83220080440884
제재조치,s,10.83220080440884
진정성,s,10.83220080440884
전문기관,s,10.074515102711324
관리자,s,10.074515102711324
동반성장,s,9.887510598012987
품질관리,s,9.887510598012987
개인정보보호,s,9.887510598012987
리스크,s,8.246616586867397
페이지,s,8.12415060330663
체크리스트,s,8.12415060330663
최저임금,s,8.12415060330663
중소협력사,s,8.12415060330663
관리규정,s,8.12415060330663
상생펀드,s,8.12415060330663
설문조사,s,8.12415060330663
시험연구기관,s,8.12415060330663
자율점검,s,8.12415060330663
현장점검,s,8.12415060330663
정기적,s,7.690286020676768
담당자,s,6.608779199911598
체계적,s,6.608779199911598
경쟁력,s,6.437751649736401
화학물질,s,6.437751649736401
관리체계,s,6.414035123119086
선제적,s,6.0447090616267936
종합적,s,6.0447090616267936
파트너십,s,6.0447090616267936
가이드라인,s,6.0447090616267936
요구사항,s,6.0447090616267936
지원활동,s,6.0447090616267936
홈페이지,s,6.0447090616267936
프로세스,s,5.497744391244931
소비자,s,5.493061443340549
실무자,s,5.41610040220442
감정료,s,5.41610040220442
방송법,s,5.41610040220442
산업안전보건위원회,s,5.41610040220442
포스터,s,5.41610040220442
수수료,s,5.41610040220442
전반적,s,5.41610040220442
개인정보보호위원회,s,5.41610040220442
데이터방송,s,5.41610040220442
내부감사,s,5.41610040220442
내부규정,s,5.41610040220442
사내게시,s,5.41610040220442
합동점검,s,5.41610040220442
실무지침,s,5.41610040220442
인증기준,s,5.41610040220442
방송판매,s,5.41610040220442
관계법령,s,5.41610040220442
사업장,s,5.334980364328277
컨설팅,s,5.287023359929278
온라인,s,4.828313737302301
협의체,s,4.828313737302301
시스템,s,4.400260615956618
모니터링,s,4.394449154672439
가이드,s,4.029806041084529
중대재해처벌법,s,4.029806041084529
조직체계,s,4.029806041084529
취약점,s,4.029806041084529
솔루션,s,4.029806041084529
위원회,s,3.6651629274966204
산업안전보건법,s,3.2188758248682006
효과적,s,3.2188758248682006
노하우,s,3.2188758248682006
최소화,s,3.2188758248682006
위험요인,s,3.2188758248682006
심의절차,s,2.70805020110221
판매차단,s,2.70805020110221
방송사업,s,2.70805020110221
방송진행,s,2.70805020110221
상품제공,s,2.70805020110221
보고사항,s,2.70805020110221
파견업체,s,2.70805020110221
위반사항,s,2.70805020110221
준수평가,s,2.70805020110221
제작비용,s,2.70805020110221
대금지급,s,2.70805020110221
감사결과,s,2.70805020110221
대응기준,s,2.70805020110221
대응체계,s,2.70805020110221
업무환경,s,2.70805020110221
사고사례,s,2.70805020110221
위험조치,s,2.70805020110221
안전작업,s,2.70805020110221
안전보호,s,2.70805020110221
안전지침,s,2.70805020110221
특별안전,s,2.70805020110221
방송심의,s,2.70805020110221
운영지표,s,2.70805020110221
신고내용,s,2.70805020110221
요구행위,s,2.70805020110221
업무지침,s,2.70805020110221
대응훈련,s,2.70805020110221
대응조직,s,2.70805020110221
상생협력,s,2.70805020110221
방송평가,s,2.70805020110221
자금지원,s,2.70805020110221
특별점검,s,2.70805020110221
검사기관,s,2.70805020110221
ZERO,s,2.70805020110221
추가적,s,2.70805020110221
개인정보보호실무지침,s,2.70805020110221
정보보호실무지침,s,2.70805020110221
특별안전보건교육,s,2.70805020110221
안전보건활동,s,2.70805020110221
안전보건담당자,s,2.70805020110221
